1,abacate
2,abacaxi
3,abiu
4,araca
5,acai
6,acerola
7,ameixa
8,amora
9,abrico
10,abobora
11,babaco
12,bacaba
13,bacuri
14,banana
15,baru
16,buriti
17,bilimbi
18,biriba
19,butia
20,cacau
21,cagaita
22,caja
23,cereja
24,caimito
25,conde
26,cupuacu
27,caju
28,calabaca
29,carambola
30,calabura
31,coco
32,cambuca
33,cambuci
34,caqui
35,damasco
36,dovyalis
37,duriao
38,embauba
39,feijoa
40,figo
41,framboesa
42,fruta do conde
43,goiaba
44,goji berry
45,granadilla
46,graviola
47,groselha
48,grumixama
49,guabiju
50,guabiroba
51,guarana
52,guariroba
53,heisteria
54,himbeere
55,ilama
56,inga
57,jabuticaba
58,jaca
59,jambo
60,jambolao
61,jaracatia
62,jamelao
63,jatoba
64,jenipapo
65,jeriva
66,jujuba
67,kiwi
68,langsat
69,laranja
70,lichia
71,limao
72,lima
73,longan
74,lucuma
75,mabolo
76,maca
77,macadamia
78,mamey
79,mamoncillo
80,mana
81,manga
82,mangaba
83,mangostao
84,maracuja
85,marmeladinha
86,mamao
87,marmelo
88,marolo
89,marula
90,massala
91,melancia
92,melao
93,mirtilo
94,morango
95,murici
96,naranjilla
97,nectarina
98,nespera
99,noni
100,noz peca
101,olho de boi
102,pequi
103,pera
104,pessego
105,physalis
106,pitanga
107,pitangao
108,pitaya
109,pitomba
110,pulasan
111,pupunha
112,quina
113,rambutao
114,roma
115,salak
116,santol
117,sapoti
118,sapucaia
119,sapucaia
120,seriguela
121,taiuva
122,tamara
123,tamarindo
124,tangerina
125,taruma
126,tomate
127,toranja
128,umbu
129,ume
130,uva
131,uvaia
132,veludo
133,xixa
134,yamamomo
135,zimbro
136,zitrone
